Category,Product Name,Size,Bottles Per Carton,Carton Cost Price (RM),Carton Selling Price (RM),Carton Original Price (RM),Bottle Cost Price (RM),Bottle Selling Price (RM),Bottle Original Price (RM)
Brandy,BRITISH EMPIRE BRANDY 40%,750ML,12,595.0,756,1680.0,50.58,70.0,140.0
Whiskey,DIRECTOR SPECIAL BLACK 42.8%,750ML,12,505.0,648,1440.0,43.08,60.0,120.0
Brandy,HONEY BEE BRANDY 42.8%,180ML,48,505.0,475,1056.0,11.52,11.0,22.0
Brandy,HONEY BEE BRANDY 42.8%,375ML,24,505.0,670,1488.0,22.04,31.0,62.0
Brandy,HONEY BEE BRANDY 42.8%,750ML,12,505.0,648,1440.0,43.08,60.0,120.0
Whiskey,IMPERIAL BLUE 42.8%,180ML,48,510.0,475,1056.0,11.63,11.0,22.0
Whiskey,IMPERIAL BLUE 42.8%,375ML,24,510.0,670,1488.0,22.25,31.0,62.0
Whiskey,IMPERIAL BLUE 42.8%,750ML,12,510.0,648,1440.0,43.5,60.0,120.0
Whiskey,IMPERIAL BLUE 42.8%,1L,12,570.0,648,1440.0,48.5,60.0,120.0
Brandy,KYRON BRANDY 42.8%,180ML,48,560.0,907,2016.0,12.67,21.0,42.0
Brandy,KYRON BRANDY 42.8%,375ML,24,560.0,670,1488.0,24.33,31.0,62.0
Brandy,KYRON BRANDY 42.8%,750ML,12,560.0,648,1440.0,47.67,60.0,120.0
Gin,MCDOWELL BLUE GIN 40%,750ML,12,500.0,648,1440.0,42.67,60.0,120.0
Rum,MCDOWELL CELEBRATION RUM 42.8%,180ML,48,505.0,475,1056.0,11.52,11.0,22.0
Rum,MCDOWELL CELEBRATION RUM 42.8%,375ML,24,505.0,670,1488.0,22.04,31.0,62.0
Rum,MCDOWELL CELEBRATION RUM 42.8%,750ML,12,505.0,648,1440.0,43.08,60.0,120.0
Brandy,MCDOWELL NO 1 BRANDY 42.8%,180ML,48,510.0,475,1056.0,11.63,11.0,22.0
Brandy,MCDOWELL NO 1 BRANDY 42.8%,375ML,24,510.0,670,1488.0,22.25,31.0,62.0
Brandy,MCDOWELL NO 1 BRANDY 42.8%,750ML,12,510.0,648,1440.0,43.5,60.0,120.0
Whiskey,MCDOWELL NO1 WHISKY 42.8%,180ML,48,510.0,475,1056.0,11.63,11.0,22.0
Whiskey,MCDOWELL NO1 WHISKY 42.8%,375ML,24,510.0,670,1488.0,22.25,31.0,62.0
Whiskey,MCDOWELL NO1 WHISKY 42.8%,750ML,12,510.0,648,1440.0,43.5,60.0,120.0
Whiskey,MCDOWELL PLATINUM WHISKY 42.8%,180ML,48,580.0,907,2016.0,13.08,21.0,42.0
Whiskey,MCDOWELL PLATINUM,375ML,24,580.0,670,1488.0,25.17,31.0,62.0
Whiskey,MC DOWELL PLATINUM WHISKY 42.8%,750ML,12,585.0,756,1680.0,49.75,70.0,140.0
Whiskey,MCDOWELL SIGNATURE WHISKY 42.8%,180ML,48,605.0,907,2016.0,13.6,21.0,42.0
Whiskey,MCDOWELL SIGNATURE WHISKY 42.8%,375ML,24,605.0,670,1488.0,26.21,31.0,62.0
Whiskey,MCDOWELL SIGNATURE WHISKY 42.8%,750ML,12,605.0,756,1680.0,51.42,70.0,140.0
Whiskey,MCDOWELLS VINTAGE WHISKY 42.8%,750ML,12,505.0,648,1440.0,43.08,60.0,120.0
Brandy,MCDOWELL VSOP BRANDY 42.8%,180ML,48,560.0,907,2016.0,12.67,21.0,42.0
Brandy,MCDOWELL VSOP BRANDY 42.8%,375ML,24,560.0,670,1488.0,24.33,31.0,62.0
Brandy,MCDOWELL VSOP BRANDY 42.8%,750ML,12,560.0,648,1440.0,47.67,60.0,120.0
Whiskey,MORPHEUS AGED PREMIUM 42.8%,180ML,48,640.0,907,2016.0,14.33,21.0,42.0
Whiskey,MORPHEUS AGED PREMIUM 42.8%,375ML,24,640.0,886,1968.0,27.67,41.0,82.0
Whiskey,MORPHEUS AGED PREMIUM 42.8%,750ML,12,640.0,756,1680.0,54.33,70.0,140.0
Whiskey,OFFICER CHOICE BLACK 40%,180ML,48,530.0,475,1056.0,12.04,11.0,22.0
Whiskey,OFFICER CHOICE BLACK 40%,375ML,24,530.0,670,1488.0,23.08,31.0,62.0
Whiskey,OFFICER CHOICE BLACK 40%,750ML,12,530.0,648,1440.0,45.17,60.0,120.0
Whiskey,OFFICER CHOICE BLUE 40%,180ML,48,510.0,475,1056.0,11.63,11.0,22.0
Whiskey,OFFICER CHOICE BLUE 40%,375ML,24,510.0,670,1488.0,22.25,31.0,62.0
Whiskey,OFFICER CHOICE BLUE 40%,750ML,12,510.0,648,1440.0,43.5,60.0,120.0
Rum,OLD CASK RUM 42.8%,750ML,12,510.0,648,1440.0,43.5,60.0,120.0
Rum,OLD MONK COFFEE RUM 40%,750ML,12,526.0,648,1440.0,44.83,60.0,120.0
Rum,OLD MONK COFFEE RUM 40%,375ML,24,526.0,670,1488.0,22.92,31.0,62.0
Rum,OLD MONK COFFEE RUM 40%,180ML,48,526.0,475,1056.0,11.96,11.0,22.0
Rum,OLD MONK RUM 40%,180ML,48,510.0,475,1056.0,11.63,11.0,22.0
Rum,OLD MONK RUM 40%,375ML,24,510.0,670,1488.0,22.25,31.0,62.0
Rum,OLD MONK RUM 40%,750ML,12,510.0,648,1440.0,43.5,60.0,120.0
Whiskey,ROYAL CHALLENGE 42.8%,180ML,48,510.0,475,1056.0,11.63,11.0,22.0
Whiskey,ROYAL CHALLENGE 42.8%,375ML,24,510.0,670,1488.0,22.25,31.0,62.0
Whiskey,ROYAL CHALLENGE 42.8%,750ML,12,510.0,648,1440.0,43.5,60.0,120.0
Whiskey,ROYAL GREEN CLASSIC BLENDED 42.8%,750ML,12,510.0,648,1440.0,43.5,60.0,120.0
Whiskey,ROYAL STAG 42.8%,180ML,48,545.0,907,2016.0,12.35,21.0,42.0
Whiskey,ROYAL STAG 42.8%,375ML,24,545.0,670,1488.0,23.71,31.0,62.0
Whiskey,ROYAL STAG 42.8%,750ML,12,545.0,648,1440.0,46.42,60.0,120.0
