Category,Product Name,Size,Bottles Per Carton,Carton Cost Price (RM),Carton Selling Price (RM),Carton Original Price (RM),Bottle Cost Price (RM),Bottle Selling Price (RM),Bottle Original Price (RM)
Premium Spirits & Liquors,MARTELL XO 40%,1L,6,5505.0,7430,14860,917.5,1240,2480
Premium Spirits & Liquors,MARTELL XO BRANDY 40%,700ML,12,6370.0,8600,17200,530.83,720,1430
Premium Spirits & Liquors,MARTINI BIANCO 15%,1L,6,525.0,710,1420,87.5,120,240
Premium Spirits & Liquors,MARTINI EXTRA DRY 18%,1L,6,525.0,710,1420,87.5,120,240
Premium Spirits & Liquors,MARTINI ROSSO 15%,1L,6,525.0,710,1420,87.5,120,240
Premium Spirits & Liquors,MIDORI MELON 20%,700ML,12,1115.0,1510,3010,92.92,130,250
Premium Spirits & Liquors,MOET & CHANDON BLANC BRUT IMPERIAL 12%,750ML,6,1485.0,2000,4010,247.5,330,670
Premium Spirits & Liquors,MOET & CHANDON ICE IMPERIAL 12%,750ML,6,1740.0,2350,4700,290.0,390,780
Premium Spirits & Liquors,MOET & CHANDON ROSE BRUT IMPERIAL 12%,750ML,6,1740.0,2350,4700,290.0,390,780
Premium Spirits & Liquors,MONKEY 47 DRY GIN 47%,500ML,6,1330.0,1800,3590,221.67,300,600
Premium Spirits & Liquors,MONKEY 47 SLOE GIN 29%,500ML,6,1330.0,1800,3590,221.67,300,600
Premium Spirits & Liquors,MONKEY SHOULDER 40%,1L,6,1115.0,1510,3010,185.83,250,500
Premium Spirits & Liquors,MONKEY SHOULDER 40%,700ML,6,985.0,1330,2660,164.17,220,440
Premium Spirits & Liquors,MORTLACH 16Y 43.4%,750ML,6,1740.0,2350,4700,290.0,390,780
Premium Spirits & Liquors,MUSGRAVE PINK GIN,75CL,6,1115.0,1510,3010,185.83,250,500
Premium Spirits & Liquors,NAKED MALT 40%,70CL,6,1285.0,1730,3470,214.17,290,580
Premium Spirits & Liquors,NIKKA DAYS WHISKY 40%,700ML,6,1240.0,1670,3350,206.67,280,560
Premium Spirits & Liquors,OBAN 14Y 43%,700ML,6,1435.0,1940,3870,239.17,320,650
Premium Spirits & Liquors,OLD PARR 12Y 40%,1L,12,1610.0,2170,4350,134.17,180,360
Premium Spirits & Liquors,OLD PULTENEY 12Y 40%,700ML,6,1115.0,1510,3010,185.83,250,500
Premium Spirits & Liquors,OLD PULTENEY 15Y 46%,700ML,6,2110.0,2850,5700,351.67,470,950
Premium Spirits & Liquors,OXLEY GIN 47%,1L,6,955.0,1290,2580,159.17,210,430
Premium Spirits & Liquors,PASSPORT 40%,1L,12,925.0,1250,2500,77.08,100,210
Premium Spirits & Liquors,PASSPORT 40%,700ML,12,860.0,1160,2320,71.67,100,190
Premium Spirits & Liquors,PATRON ANEJO TEQUILA 40%,1L,6,1510.0,2040,4080,251.67,340,680
Premium Spirits & Liquors,PATRON REPOSADO TEQUILA 40%,1L,6,1435.0,1940,3870,239.17,320,650
Premium Spirits & Liquors,PIMMS,750ML,12,1005.0,1360,2710,83.75,110,230
Premium Spirits & Liquors,PINNACLE ORIGINAL 40%,750ML,12,670.0,900,1810,55.83,80,150
Premium Spirits & Liquors,RAYNAL VSOP 38%,1L,12,785.0,1060,2120,65.42,90,180
Premium Spirits & Liquors,REMY MARTIN LOUIS XIII,700ML,3,40745.0,55010,110010,13581.67,18340,36670
Premium Spirits & Liquors,REMY MARTIN VSOP 40%,1L,12,3235.0,4370,8730,269.58,360,730
Premium Spirits & Liquors,REMY MARTIN VSOP 40%,700ML,12,2280.0,3080,6160,190.0,260,510
Premium Spirits & Liquors,REMY MARTIN VSOP 40%,700ML,6,1235.0,1670,3330,205.83,280,560
Premium Spirits & Liquors,REMY MARTIN XO,1L,12,8435.0,11390,22770,702.92,950,1900
Premium Spirits & Liquors,REMY MARTIN XO COGNAC,700ML,12,6215.0,8390,16780,517.92,700,1400
Premium Spirits & Liquors,ROKU GIN SAKURA BLOOM EDITION 43%,700ML,6,805.0,1090,2170,134.17,180,360
Premium Spirits & Liquors,ROYAL BRACKLA 12Y 40%,1L,6,1755.0,2370,4740,292.5,390,790
Premium Spirits & Liquors,SAILOR JERRY 40%,1L,12,880.0,1190,2380,73.33,100,200
Premium Spirits & Liquors,SAILOR JERRY 40%,700ML,6,505.0,680,1360,84.17,110,230
Premium Spirits & Liquors,SAMBUCA VACCARI 38%,1L,6,680.0,920,1840,113.33,150,310
Premium Spirits & Liquors,SAMBUCA VACCARI 38%,700ML,6,680.0,920,1840,113.33,150,310
Premium Spirits & Liquors,SAUZA BLANC 40%,700ML,6,605.0,820,1630,100.83,140,270
Premium Spirits & Liquors,SAUZA EXTRA GOLD TEQUILA 38%,1L,6,740.0,1000,2000,123.33,170,330
Premium Spirits & Liquors,SAUZA GOLD 38%,700ML,6,615.0,830,1660,102.5,140,280
Premium Spirits & Liquors,SAUZA SILVER 38%,700ML,6,605.0,820,1630,100.83,140,270
Premium Spirits & Liquors,SAUZA TEQUILA SILVER 38%,1L,6,675.0,910,1820,112.5,150,300
Premium Spirits & Liquors,SINGLETON CLASSIC 40%,1L,6,1235.0,1670,3330,205.83,280,560
Premium Spirits & Liquors,SINGLETON DOUBLE MATURED,1L,6,1600.0,2160,4320,266.67,360,720
Premium Spirits & Liquors,SINGLETON DUFFTOWN 12Y 40%,700ML,6,960.0,1300,2590,160.0,220,430
Premium Spirits & Liquors,SINGLETON DUFFTOWN 15Y 40%,700ML,6,1360.0,1840,3670,226.67,310,610
Premium Spirits & Liquors,SINGLETON DUFFTOWN 18Y 40%,700ML,6,2065.0,2790,5580,344.17,460,930
Premium Spirits & Liquors,SINGLETON GLENDULLAN 12Y 40%,1L,6,1235.0,1670,3330,205.83,280,560
Premium Spirits & Liquors,SINGLETON GLENDULLAN 15Y 40%,1L,6,1615.0,2180,4360,269.17,360,730
Premium Spirits & Liquors,SINGLETON GLENDULLAN 18Y 40%,1L,6,2425.0,3270,6550,404.17,550,1090
Premium Spirits & Liquors,SINGLETON MALT MASTER 40%,700ML,6,895.0,1210,2420,149.17,200,400
Premium Spirits & Liquors,SINGLETON MASTERS ART,1L,6,2425.0,3270,6550,404.17,550,1090
Premium Spirits & Liquors,SINGLETON OF GLENDULLAN MULTIBRAND 40%,1L,6,1260.0,1700,3400,210.0,280,570
Premium Spirits & Liquors,SIPSMITH GIN 44.1%,1L,6,1025.0,1380,2770,170.83,230,460
Premium Spirits & Liquors,SIPSMITH LONDON DRY GIN 41.6%,700ML,6,820.0,1110,2210,136.67,180,370
Premium Spirits & Liquors,SIPSMITH SLOE GIN 29%,500ML,6,1005.0,1360,2710,167.5,230,450
Premium Spirits & Liquors,SIR EDWARDS 40%,1L,12,655.0,880,1770,54.58,70,150
Premium Spirits & Liquors,SKYY VODKA 40%,1L,12,835.0,1130,2250,69.58,90,190
Premium Spirits & Liquors,SMIRNOFF BLACK 40%,1L,12,915.0,1240,2470,76.25,100,210
Premium Spirits & Liquors,SMIRNOFF BLUE 50%,1L,12,945.0,1280,2550,78.75,110,210
Premium Spirits & Liquors,SMIRNOFF BLUE 50%,500ML,24,945.0,1280,2550,39.38,50,110
Premium Spirits & Liquors,SMIRNOFF CITRUS 37.5%,1L,12,935.0,1260,2520,77.92,110,210
Premium Spirits & Liquors,SMIRNOFF GREEN APPLE 37.5%,1L,12,935.0,1260,2520,77.92,110,210
Premium Spirits & Liquors,SMIRNOFF LIME,1L,12,935.0,1260,2520,77.92,110,210
Premium Spirits & Liquors,SMIRNOFF ORANGE 37.5%,1L,12,935.0,1260,2520,77.92,110,210
Premium Spirits & Liquors,SMIRNOFF RASPBERRY 37.5%,1L,12,935.0,1260,2520,77.92,110,210
Premium Spirits & Liquors,SMIRNOFF RED 37.5%,1L,12,890.0,1200,2400,74.17,100,200
Premium Spirits & Liquors,SMIRNOFF RED 37.5%,700ML,12,835.0,1130,2250,69.58,90,190
Premium Spirits & Liquors,SMIRNOFF RED 40%,375ML,24,835.0,1130,2250,34.79,50,90
Premium Spirits & Liquors,SMIRNOFF RED 40%,500ML,24,890.0,1200,2400,37.08,50,100
Premium Spirits & Liquors,SMIRNOFF SILVER,1L,12,935.0,1260,2520,77.92,110,210
Premium Spirits & Liquors,SMIRNOFF VANILLA,1L,12,935.0,1260,2520,77.92,110,210
Premium Spirits & Liquors,SOUTHERN COMFORT 35%,1L,12,880.0,1190,2380,73.33,100,200
Premium Spirits & Liquors,ST REMY AUTHENTIC VSOP 40%,1L,12,950.0,1280,2570,79.17,110,210
Premium Spirits & Liquors,ST REMY AUTHENTIC VSOP 40%,700ML,12,835.0,1130,2250,69.58,90,190
Premium Spirits & Liquors,ST REMY AUTHENTIC XO,1L,12,1255.0,1690,3390,104.58,140,280
Premium Spirits & Liquors,ST REMY AUTHENTIC XO,70CL,12,1005.0,1360,2710,83.75,110,230
Premium Spirits & Liquors,ST REMY NAPOLEON 40%,1L,12,910.0,1230,2460,75.83,100,200
Premium Spirits & Liquors,ST REMY RESERVE PRIVEE,1L,12,1265.0,1710,3420,105.42,140,280
Premium Spirits & Liquors,STOLICHANIYA 40%,1L,12,835.0,1130,2250,69.58,90,190
Premium Spirits & Liquors,SUNTORY CHITA WHISKY 43%,700ML,6,1015.0,1370,2740,169.17,230,460
Premium Spirits & Liquors,SUNTORY HAKU VODKA 40%,700ML,6,815.0,1100,2200,135.83,180,370
Premium Spirits & Liquors,SUNTORY KAKUBIN WHISKY 40%,700ML,12,1215.0,1640,3280,101.25,140,270
Premium Spirits & Liquors,SUNTORY ROKU GIN 43%,1L,6,935.0,1260,2520,155.83,210,420
Premium Spirits & Liquors,SUNTORY ROKU GIN 43%,700ML,6,675.0,910,1820,112.5,150,300
Premium Spirits & Liquors,SUNTORY SUI GIN 40%,700ML,12,960.0,1300,2590,80.0,110,220
Premium Spirits & Liquors,SUNTORY TOKI WHISKY 43%,1L,6,1170.0,1580,3160,195.0,260,530
Premium Spirits & Liquors,SUNTORY TOKI WHISKY 43%,700ML,6,1095.0,1480,2960,182.5,250,490
Premium Spirits & Liquors,TALISKER 10Y 45.8%,750ML,6,1235.0,1670,3330,205.83,280,560
Premium Spirits & Liquors,TALISKER MULTIBRAND 45.8%,1L,3,1435.0,1940,3870,478.33,650,1290
Premium Spirits & Liquors,TALISKER MULTIBRAND,50ML,24,890.0,1200,2400,37.08,50,100
Premium Spirits & Liquors,TANQUERAY DRY GIN 47.3%,1L,12,1165.0,1570,3150,97.08,130,260
Premium Spirits & Liquors,TANQUERAY FLOR DE SEVILLA GIN 41.3%,1L,12,1275.0,1720,3440,106.25,140,290
Premium Spirits & Liquors,TANQUERAY MALACCA 41.3%,1L,12,1375.0,1860,3710,114.58,150,310
Premium Spirits & Liquors,TANQUERAY RANGPUR 41.3%,1L,12,1390.0,1880,3750,115.83,160,310
Premium Spirits & Liquors,TANQUERAY TEN GIN 47.3%,1L,12,1610.0,2170,4350,134.17,180,360
Premium Spirits & Liquors,TEACHERS,1.14L,12,890.0,1200,2400,74.17,100,200
Premium Spirits & Liquors,TEACHERS 40%,1.14L,6,550.0,740,1490,91.67,120,250
Premium Spirits & Liquors,TEACHERS 40%,1L,12,860.0,1160,2320,71.67,100,190
Premium Spirits & Liquors,TEACHERS 40%,700ML,12,760.0,1030,2050,63.33,90,170
Premium Spirits & Liquors,TEELING SINGLE GRAIN 46%,1L,6,1310.0,1770,3540,218.33,290,590
Premium Spirits & Liquors,TEELING SMALL BATCH 46%,1L,6,1175.0,1590,3170,195.83,260,530
Premium Spirits & Liquors,THE BOTANIST GIN 46%,1L,12,1950.0,2630,5270,162.5,220,440
Premium Spirits & Liquors,THE BOTANIST GIN 46%,700ML,6,1020.0,1380,2750,170.0,230,460
Premium Spirits & Liquors,THE LONDON NO.1 GIN 47%,1L,6,985.0,1330,2660,164.17,220,440
Premium Spirits & Liquors,TOMATIN 12Y 43%,1L,6,1285.0,1730,3470,214.17,290,580
Premium Spirits & Liquors,TOMATIN 12Y 43%,700ML,6,1155.0,1560,3120,192.5,260,520
Premium Spirits & Liquors,TULLAMORE DEW 40%,1L,6,840.0,1130,2270,140.0,190,380
Premium Spirits & Liquors,TULLAMORE DEW 40%,700ML,12,1280.0,1730,3460,106.67,140,290
Premium Spirits & Liquors,TULLAMORE DEW 40%,700ML,6,740.0,1000,2000,123.33,170,330
Premium Spirits & Liquors,VAT 69 40%,1L,12,835.0,1130,2250,69.58,90,190
Premium Spirits & Liquors,WHITLEY NEILL ALOE & CUCUMBER 43%,700ML,6,805.0,1090,2170,134.17,180,360
Premium Spirits & Liquors,WHITLEY NEILL BLACKBERRY 43%,1L,6,905.0,1220,2440,150.83,200,410
Premium Spirits & Liquors,WHITLEY NEILL BLACKBERRY 43%,700ML,6,805.0,1090,2170,134.17,180,360
Premium Spirits & Liquors,WHITLEY NEILL BLOOD ORANGE 43%,700ML,6,805.0,1090,2170,134.17,180,360
Premium Spirits & Liquors,WHITLEY NEILL BRAZILIAN LIME 43%,700ML,6,805.0,1090,2170,134.17,180,360
Premium Spirits & Liquors,WHITLEY NEILL MANGO & LIME 43%,700ML,6,805.0,1090,2170,134.17,180,360
Premium Spirits & Liquors,WHITLEY NEILL ORIGINAL 43%,1L,6,905.0,1220,2440,150.83,200,410
Premium Spirits & Liquors,WHITLEY NEILL PINK GRAPEFRUIT 43%,700ML,6,805.0,1090,2170,134.17,180,360
Premium Spirits & Liquors,WHITLEY NEILL RASPBERRY 43%,700ML,6,805.0,1090,2170,134.17,180,360
Premium Spirits & Liquors,WHITLEY NEILL RHUBARB & GINGER 43%,1L,6,905.0,1220,2440,150.83,200,410
Premium Spirits & Liquors,WHITLEY NEILL RHUBARB & GINGER 43%,700ML,6,805.0,1090,2170,134.17,180,360
Premium Spirits & Liquors,WHITLEY NEILL WATERMELON & KIWI 43%,700ML,6,805.0,1090,2170,134.17,180,360
Premium Spirits & Liquors,WHYTE & MACKAY 40%,1.14L,12,905.0,1220,2440,75.42,100,200
Premium Spirits & Liquors,WHYTE & MACKAY 40%,1.14L,6,555.0,750,1500,92.5,120,250
Premium Spirits & Liquors,WHYTE & MACKAY 40%,1L,12,820.0,1110,2210,68.33,90,180
Premium Spirits & Liquors,WHYTE & MACKAY TRIPLE MATURED 40%,1L,12,825.0,1110,2230,68.75,90,190
Premium Spirits & Liquors,WILLIAM LAWSONS FINEST 40%,1L,12,890.0,1200,2400,74.17,100,200
Premium Spirits & Liquors,WOODFORD RESERVE 43.2%,1L,6,1105.0,1490,2980,184.17,250,500
Premium Spirits & Liquors,YAMAZAKI 12Y 43%,700ML,6,3965.0,5350,10710,660.83,890,1780
Premium Spirits & Liquors,YAMAZAKI DISTILLERS RESERVE 43%,700ML,6,3530.0,4770,9530,588.33,790,1590
Wine,BARON D AGRINAC BLANC,75CL,6,475.0,640,1280,79.17,110,210
Wine,BARON D ARIGNAC RED 11%,750ML,6,475.0,640,1280,79.17,110,210
Wine,CALVET CONVERSATION BORDEAUX RED 13%,750ML,6,545.0,740,1470,90.83,120,250
Wine,CASILLERO DEL DIABLO MERLOT RED 13.5%,750ML,6,555.0,750,1500,92.5,120,250
Wine,CASILLERO DEL DIABLO SHIRAZ RED 13.5%,750ML,6,545.0,740,1470,90.83,120,250
Wine,GANCIA VINO ROSSO MEDIUM DRY 11.5%,750ML,6,455.0,610,1230,75.83,100,200
Wine,GRAND SUD GRENACHE LIEBLICH IGP WINE 13%,1L,6,475.0,640,1280,79.17,110,210
Wine,JACOBS CREEK CHARDONNAY PINOT NOIR,750ML,6,675.0,910,1820,112.5,150,300
Wine,JACOBS CREEK CHARDONNAY WINE 12.8%,750ML,12,675.0,910,1820,56.25,80,150
Wine,JACOBS CREEK CHARDONNAY WINE 12.5%,750ML,6,440.0,590,1190,73.33,100,200
Wine,JACOBS CREEK MOSCATO WHITE 7.5%,750ML,6,440.0,590,1190,73.33,100,200
Wine,JACOBS CREEK MERLO WINE 13.9%,750ML,12,705.0,950,1900,58.75,80,160
Wine,JACOBS CREEK MERLOT WINE 14%,750ML,6,455.0,610,1230,75.83,100,200
Wine,JACOBS CREEK PINOT GRIGIO,750ML,12,715.0,970,1930,59.58,80,160
Wine,JACOBS CREEK PINOT GRIGIO,750ML,6,460.0,620,1240,76.67,100,210
Wine,JACOBS CREEK RESERVE SHIRAZ BAROSSA,750ML,6,715.0,970,1930,119.17,160,320
Wine,JACOBS CREEK SAUVIGNON BLANC,750ML,12,715.0,970,1930,59.58,80,160
Wine,JACOBS CREEK SHIRAZ CAB WINE 13.9%,750ML,12,715.0,970,1930,59.58,80,160
Wine,JACOBS CREEK SHIRAZ GRENACHE,750ML,6,460.0,620,1240,76.67,100,210
Wine,JACOBS CREEK SHIRAZ ROSE 11.5%,750ML,12,715.0,970,1930,59.58,80,160
Wine,JACOBS CREEK SHIRAZ ROSE,750ML,6,460.0,620,1240,76.67,100,210
Wine,JACOBS CREEK SHIRAZ WINE 13.9%,750ML,12,720.0,970,1940,60.0,80,160
Wine,JACOBS CREEK SPARKLING ROSE 14.5%,750ML,6,655.0,880,1770,109.17,150,290
Wine,JP CHENET CAB SYRAH ROUGE 13%,750ML,6,525.0,710,1420,87.5,120,240
Wine,JP CHENET MERLOT 13.5%,750ML,6,520.0,700,1400,86.67,120,230
Wine,JP CHENET ORIGINAL CAB-SAUV 13.5%,750ML,6,530.0,720,1430,88.33,120,240
Wine,JP CHENET SHIRAZ 13.5%,750ML,6,525.0,710,1420,87.5,120,240
Wine,JP CHENET RESERVE PINOT NOIR 12.5%,750ML,6,515.0,700,1390,85.83,120,230
Wine,LA BAUME PINOT NOIR ROSE,750ML,6,535.0,720,1440,89.17,120,240
Wine,LAGARADA CABERNET SCREW 12%,750ML,6,455.0,610,1230,75.83,100,200
Wine,LAGARADA MERLOT SCREW 12%,750ML,6,455.0,610,1230,75.83,100,200
Wine,LAGARADA ROSE 11%,750ML,6,455.0,610,1230,75.83,100,200
Wine,LAGARADA SHIRAZ SCREW 12%,750ML,6,455.0,610,1230,75.83,100,200
Wine,LINDEMANS BIN 40 MERLOT 14%,750ML,6,570.0,770,1540,95.0,130,260
Wine,LINDEMANS BIN 45 CAERNET SAUVIG 14%,750ML,6,570.0,770,1540,95.0,130,260
Wine,LOUIS ESCHENAUER BORDEAUX MERLOT 12.5%,750ML,6,450.0,610,1220,75.0,100,200
Wine,MARQUIS D OREY PRESTIGE ROUGE 11%,750ML,6,525.0,710,1420,87.5,120,240
Wine,MATEUS ROSE 11%,1L,6,555.0,750,1500,92.5,120,250
Wine,MONTMEYRAC RED 12%,750ML,6,505.0,680,1360,84.17,110,230
Wine,PENFOLDS KOONUNGA HILL SHIRAZ CAB 14.5%,75CL,12,1055.0,1420,2850,87.92,120,240
Wine,PENFOLDS KOONUNGA HILL CHARDONNY 13%,750ML,6,630.0,850,1700,105.0,140,280
Wine,PENFOLDS KOONUNGA HILL SHIRAZ 14%,750ML,6,630.0,850,1700,105.0,140,280
Wine,PRESTIGIUM ROUGE DRY WINE 11%,750ML,6,400.0,540,1080,66.67,90,180
Wine,TWO OCEANS CABERNET MERLOT 13.5%,750ML,6,505.0,680,1360,84.17,110,230
Wine,TWO OCEANS SAUVIGNON BLANC 12.5%,750ML,6,505.0,680,1360,84.17,110,230
Wine,TWO OCEANS SHIRAZ 13.5%,750ML,6,505.0,680,1360,84.17,110,230
Wine,GANCIA VINO ROSATO MEDIUM SWEET 11.5%,750ML,6,465.0,630,1260,77.5,100,210
Wine,WOLF BLASS EAGLE HAWK CAB SAUV 13%,750ML,6,525.0,710,1420,87.5,120,240
Wine,WOLF BLASS EAGLEHAWK CHARDONNAY 13%,750ML,6,520.0,700,1400,86.67,120,230
Wine,WOLF BLASS EAGLEHAWK MERLOT 13%,750ML,6,520.0,700,1400,86.67,120,230
Wine,WOLF BLASS EAGLEHAWK SHIRAZ 14%,750ML,6,520.0,700,1400,86.67,120,230
Indian Liquors,1848 PREMIUM XO BRANDY 40%,180ML,48,587.0,790,1580,12.23,20,30
Indian Liquors,1848 PREMIUM XO BRANDY 40%,375ML,24,587.0,790,1580,24.46,30,70
Indian Liquors,1848 PREMIUM XO BRANDY 40%,750ML,12,587.0,790,1580,48.92,70,130
Indian Liquors,1848 SUPERIOR MALT WHISKY 40%,180ML,48,605.0,820,1630,12.6,20,30
Indian Liquors,1848 SUPERIOR MALT WHISKY 40%,375ML,24,605.0,820,1630,25.21,30,70
Indian Liquors,1848 SUPERIOR MALT WHISKY 40%,750ML,12,605.0,820,1630,50.42,70,140
Indian Liquors,8PM RARE BLEND OF INDIAN WHISKY 42.8%,180ML,48,510.0,690,1380,10.62,10,30
Indian Liquors,8PM RARE BLEND OF INDIAN WHISKY 42.8%,375ML,24,515.0,700,1390,21.46,30,60
Indian Liquors,8PM RARE BLEND OF INDIAN WHISKY 42.8%,750ML,12,525.0,710,1420,43.75,60,120
Indian Liquors,BAGPIPER WHISKY 42.8%,750ML,12,515.0,700,1390,42.92,60,120
Indian Liquors,BLENDERS PRIDE 42.8%,180ML,48,605.0,820,1630,12.6,20,30
Indian Liquors,BLENDERS PRIDE 42.8%,375ML,24,605.0,820,1630,25.21,30,70
Indian Liquors,BLENDERS PRIDE 42.8%,750ML,12,595.0,800,1610,49.58,70,130
Indian Liquors,BRITISH EMPIRE BRANDY 40%,180ML,48,595.0,800,1610,12.4,20,30
Indian Liquors,BRITISH EMPIRE BRANDY 40%,375ML,24,595.0,800,1610,24.79,30,70
Indian Liquors,BRITISH EMPIRE BRANDY 40%,750ML,12,595.0,800,1610,49.58,70,130
Indian Liquors,DIRECTOR SPECIAL BLACK 42.8%,750ML,12,505.0,680,1360,42.08,60,110
Indian Liquors,HONEY BEE BRANDY 42.8%,180ML,48,505.0,680,1360,10.52,10,30
Indian Liquors,HONEY BEE BRANDY 42.8%,375ML,24,505.0,680,1360,21.04,30,60
Indian Liquors,HONEY BEE BRANDY 42.8%,750ML,12,505.0,680,1360,42.08,60,110
Indian Liquors,IMPERIAL BLUE 42.8%,180ML,48,510.0,690,1380,10.62,10,30
Indian Liquors,IMPERIAL BLUE 42.8%,375ML,24,510.0,690,1380,21.25,30,60
Indian Liquors,IMPERIAL BLUE 42.8%,750ML,12,510.0,690,1380,42.5,60,110
Indian Liquors,IMPERIAL BLUE 42.8%,1L,12,570.0,770,1540,47.5,60,130
Indian Liquors,KYRON BRANDY 42.8%,180ML,48,560.0,760,1510,11.67,20,30
Indian Liquors,KYRON BRANDY 42.8%,375ML,24,560.0,760,1510,23.33,30,60
Indian Liquors,KYRON BRANDY 42.8%,750ML,12,560.0,760,1510,46.67,60,130
Indian Liquors,MCDOWELL BLUE GIN 40%,750ML,12,500.0,680,1350,41.67,60,110
Indian Liquors,MCDOWELL CELEBRATION RUM 42.8%,180ML,48,505.0,680,1360,10.52,10,30
Indian Liquors,MCDOWELL CELEBRATION RUM 42.8%,375ML,24,505.0,680,1360,21.04,30,60
Indian Liquors,MCDOWELL CELEBRATION RUM 42.8%,750ML,12,505.0,680,1360,42.08,60,110
Indian Liquors,MCDOWELL NO 1 BRANDY 42.8%,180ML,48,510.0,690,1380,10.62,10,30
Indian Liquors,MCDOWELL NO 1 BRANDY 42.8%,375ML,24,510.0,690,1380,21.25,30,60
Indian Liquors,MCDOWELL NO 1 BRANDY 42.8%,750ML,12,510.0,690,1380,42.5,60,110
Indian Liquors,MCDOWELL NO1 WHISKY 42.8%,180ML,48,510.0,690,1380,10.62,10,30
Indian Liquors,MCDOWELL NO1 WHISKY 42.8%,375ML,24,510.0,690,1380,21.25,30,60
Indian Liquors,MCDOWELL NO1 WHISKY 42.8%,750ML,12,510.0,690,1380,42.5,60,110
Indian Liquors,MCDOWELL PLATINUM WHISKY 42.8%,180ML,48,580.0,780,1570,12.08,20,30
Indian Liquors,MCDOWELL PLATINUM,375ML,24,580.0,780,1570,24.17,30,70
Indian Liquors,MC DOWELL PLATINUM WHISKY 42.8%,750ML,12,585.0,790,1580,48.75,70,130
Indian Liquors,MCDOWELL SIGNATURE WHISKY 42.8%,180ML,48,605.0,820,1630,12.6,20,30
Indian Liquors,MCDOWELL SIGNATURE WHISKY 42.8%,375ML,24,605.0,820,1630,25.21,30,70
Indian Liquors,MCDOWELL SIGNATURE WHISKY 42.8%,750ML,12,605.0,820,1630,50.42,70,140
Indian Liquors,MCDOWELLS VINTAGE WHISKY 42.8%,750ML,12,505.0,680,1360,42.08,60,110
Indian Liquors,MCDOWELL VSOP BRANDY 42.8%,180ML,48,560.0,760,1510,11.67,20,30
Indian Liquors,MCDOWELL VSOP BRANDY 42.8%,375ML,24,560.0,760,1510,23.33,30,60
Indian Liquors,MCDOWELL VSOP BRANDY 42.8%,750ML,12,560.0,760,1510,46.67,60,130
Indian Liquors,MORPHEUS AGED PREMIUM 42.8%,180ML,48,640.0,860,1730,13.33,20,40
Indian Liquors,MORPHEUS AGED PREMIUM 42.8%,375ML,24,640.0,860,1730,26.67,40,70
Indian Liquors,MORPHEUS AGED PREMIUM 42.8%,750ML,12,640.0,860,1730,53.33,70,140
Indian Liquors,OFFICER CHOICE BLACK 40%,180ML,48,530.0,720,1430,11.04,10,30
Indian Liquors,OFFICER CHOICE BLACK 40%,375ML,24,530.0,720,1430,22.08,30,60
Indian Liquors,OFFICER CHOICE BLACK 40%,750ML,12,530.0,720,1430,44.17,60,120
Indian Liquors,OFFICER CHOICE BLUE 40%,180ML,48,510.0,690,1380,10.62,10,30
Indian Liquors,OFFICER CHOICE BLUE 40%,375ML,24,510.0,690,1380,21.25,30,60
Indian Liquors,OFFICER CHOICE BLUE 40%,750ML,12,510.0,690,1380,42.5,60,110
Indian Liquors,OLD CASK RUM 42.8%,750ML,12,510.0,690,1380,42.5,60,110
Indian Liquors,OLD MONK COFFEE RUM 40%,750ML,12,526.0,710,1420,43.83,60,120
Indian Liquors,OLD MONK COFFEE RUM 40%,375ML,24,526.0,710,1420,21.92,30,60
Indian Liquors,OLD MONK COFFEE RUM 40%,180ML,48,526.0,710,1420,10.96,10,30
Indian Liquors,OLD MONK RUM 40%,180ML,48,510.0,690,1380,10.62,10,30
Indian Liquors,OLD MONK RUM 40%,375ML,24,510.0,690,1380,21.25,30,60
Indian Liquors,OLD MONK RUM 40%,750ML,12,510.0,690,1380,42.5,60,110
Indian Liquors,ROYAL CHALLENGE 42.8%,180ML,48,510.0,690,1380,10.62,10,30
Indian Liquors,ROYAL CHALLENGE 42.8%,375ML,24,510.0,690,1380,21.25,30,60
Indian Liquors,ROYAL CHALLENGE 42.8%,750ML,12,510.0,690,1380,42.5,60,110
Indian Liquors,ROYAL GREEN CLASSIC BLENDED 42.8%,750ML,12,510.0,690,1380,42.5,60,110
Indian Liquors,ROYAL STAG 42.8%,180ML,48,545.0,740,1470,11.35,20,30
Indian Liquors,ROYAL STAG 42.8%,375ML,24,545.0,740,1470,22.71,30,60
Indian Liquors,ROYAL STAG 42.8%,750ML,12,545.0,740,1470,45.42,60,120
